sep=;
Schulnummer;Anzahl;
"165384";"1546";
"165396";"1048";
"165402";"864";
"165414";"825";
"165438";"778";
"165451";"872";
"165463";"687";
"165475";"780";
"165487";"792";
"165505";"744";
"165517";"745";
"165529";"862";
"165530";"1003";
"165542";"899";
"165554";"914";
"165566";"767";
"165578";"843";
"165580";"684";
"165591";"699";
"165608";"933";
"165621";"632";
"165633";"800";
"165645";"632";
"165657";"825";
"165669";"715";
"165670";"930";
"165682";"635";
"165694";"708";
"165700";"786";
"165712";"944";
"165724";"1163";
"165736";"990";
"165748";"920";
"165750";"1136";
"165761";"1067";
"165773";"1221";
"165785";"1382";
"165797";"1114";
"165803";"692";
"165815";"659";
"165827";"717";
"165839";"859";
"165852";"833";
"165864";"823";
"165876";"661";
"165888";"955";
"165906";"648";
"165918";"772";
"165920";"529";
"165931";"742";
"165955";"847";
"165979";"1010";
"165980";"810";
"165992";"577";
"166005";"1127";
"166017";"961";
"166029";"1001";
"166030";"828";
"166054";"857";
"166066";"871";
"166078";"689";
"166080";"1008";
"166091";"658";
"166110";"816";
"166121";"1048";
"166133";"573";
"166145";"1345";
"166157";"946";
"166169";"1584";
"166182";"1056";
"166194";"1583";
"166200";"834";
"166212";"603";
"166224";"992";
"166236";"948";
"166248";"714";
"166250";"961";
"166261";"727";
"166273";"894";
"166297";"324";
"166315";"725";
"166327";"729";
"166339";"868";
"166340";"1058";
"166352";"880";
"166364";"1144";
"166376";"1069";
"166388";"452";
"166390";"738";
"166406";"707";
"166418";"685";
"166420";"743";
"166431";"675";
"166443";"947";
"166455";"743";
"166467";"1156";
"166479";"937";
"166480";"931";
"166492";"694";
"166546";"722";
"166558";"663";
"166560";"912";
"166583";"647";
"166595";"989";
"166601";"928";
"166613";"828";
"166625";"659";
"166637";"720";
"166649";"1320";
"166650";"1014";
"166662";"881";
"166686";"1172";
"166698";"692";
"166704";"810";
"166716";"946";
"166728";"1011";
"166730";"713";
"166741";"1952";
"166753";"938";
"166765";"803";
"166777";"877";
"166789";"725";
"166790";"985";
"166807";"676";
"166819";"644";
"166820";"630";
"166832";"753";
"166844";"671";
"166856";"513";
"166868";"424";
"166870";"779";
"166881";"1120";
"166893";"1120";
"166900";"1351";
"166911";"1118";
"166923";"1435";
"166935";"1347";
"166947";"499";
"166959";"1397";
"166960";"486";
"166996";"700";
"167009";"957";
"167010";"895";
"167022";"915";
"167034";"883";
"167046";"735";
"167058";"758";
"167060";"941";
"167071";"868";
"167083";"548";
"167095";"904";
"167101";"651";
"167113";"1005";
"167125";"714";
"167137";"634";
"167149";"1042";
"167150";"990";
"167162";"420";
"167186";"846";
"167198";"822";
"167204";"1140";
"167216";"835";
"167228";"976";
"167241";"1075";
"167253";"809";
"167265";"848";
"167277";"922";
"167289";"649";
"167290";"854";
"167307";"685";
"167319";"574";
"167320";"671";
"167332";"1122";
"167344";"650";
"167356";"958";
"167368";"767";
"167370";"729";
"167381";"507";
"167393";"1191";
"167400";"800";
"167411";"928";
"167423";"888";
"167435";"696";
"167447";"985";
"167459";"765";
"167460";"705";
"167472";"724";
"167484";"810";
"167496";"839";
"167502";"655";
"167514";"933";
"167526";"602";
"167538";"757";
"167540";"872";
"167551";"500";
"167563";"854";
"167575";"512";
"167587";"835";
"167599";"738";
"167605";"1622";
"167629";"1058";
"167630";"973";
"167642";"833";
"167654";"757";
"167666";"803";
"167678";"768";
"167680";"661";
"167691";"1349";
"167708";"1163";
"167710";"674";
"167721";"999";
"167733";"652";
"167745";"920";
"167757";"859";
"167770";"641";
"167782";"492";
"167794";"593";
"167800";"618";
"167812";"590";
"167824";"747";
"167836";"1085";
"167848";"831";
"167850";"874";
"167861";"847";
"167873";"500";
"167885";"959";
"167897";"956";
"167903";"785";
"167915";"1016";
"167927";"600";
"167939";"885";
"167940";"586";
"167952";"857";
"167976";"691";
"167988";"676";
"167990";"733";
"168002";"703";
"168014";"875";
"168026";"697";
"168038";"823";
"168040";"179";
"168051";"531";
"168063";"655";
"168075";"901";
"168087";"1295";
"168099";"701";
"168105";"731";
"168117";"668";
"168129";"582";
"168130";"576";
"168142";"723";
"168154";"529";
"168166";"703";
"168178";"756";
"168180";"739";
"168191";"788";
"168208";"667";
"168210";"1122";
"168221";"1005";
"168233";"711";
"168245";"859";
"168257";"966";
"168269";"951";
"168270";"721";
"168282";"902";
"168294";"945";
"168312";"844";
"168336";"921";
"168348";"633";
"168350";"695";
"168361";"795";
"168373";"663";
"168385";"628";
"168397";"914";
"168403";"944";
"168415";"686";
"168427";"697";
"168439";"638";
"168440";"745";
"168452";"815";
"168464";"889";
"168476";"657";
"168490";"806";
"168506";"849";
"168518";"776";
"168520";"1004";
"168531";"736";
"168543";"1042";
"168555";"955";
"168567";"997";
"168579";"890";
"168580";"657";
"168592";"753";
"168610";"897";
"168622";"959";
"168634";"683";
"168646";"736";
"168658";"677";
"168660";"671";
"168683";"913";
"168695";"709";
"168701";"454";
"168713";"674";
"168725";"814";
"168737";"644";
"168749";"905";
"168750";"1056";
"168762";"1144";
"168774";"703";
"168786";"770";
"168798";"701";
"168804";"990";
"168816";"620";
"168828";"780";
"168853";"704";
"168865";"754";
"168877";"584";
"168889";"812";
"168890";"518";
"168907";"787";
"168920";"1036";
"168932";"798";
"168944";"1070";
"168956";"1006";
"168970";"975";
"168981";"881";
"168993";"1007";
"169006";"927";
"169018";"894";
"169020";"1320";
"169031";"760";
"169043";"989";
"169055";"659";
"169067";"534";
"169079";"625";
"169080";"451";
"169092";"1114";
"169109";"1369";
"169110";"852";
"169122";"916";
"169134";"889";
"169158";"871";
"169160";"902";
"169171";"957";
"169183";"914";
"169213";"855";
"169225";"965";
"169237";"693";
"169249";"939";
"169250";"797";
"169274";"988";
"169286";"1128";
"169298";"1396";
"169304";"1115";
"169316";"934";
"169328";"1035";
"169330";"1016";
"169341";"822";
"169353";"652";
"169390";"1384";
"169407";"913";
"169419";"1133";
"169420";"700";
"169456";"993";
"169468";"756";
"169470";"500";
"169481";"742";
"169493";"715";
"169511";"856";
"169523";"631";
"169559";"506";
"169560";"702";
"169572";"799";
"169584";"884";
"169596";"703";
"169602";"760";
"169614";"788";
"169626";"920";
"169638";"899";
"169640";"571";
"169663";"802";
"169675";"498";
"169687";"794";
"169699";"959";
"169705";"785";
"169717";"720";
"169729";"819";
"169730";"857";
"169754";"604";
"169766";"772";
"169778";"650";
"169780";"925";
"169791";"553";
"169808";"518";
"169810";"800";
"169833";"574";
"169845";"577";
"169857";"693";
"169894";"664";
"169900";"650";
"169912";"619";
"169924";"631";
"169948";"429";
"169950";"839";
"169961";"937";
"169973";"1049";
"169985";"923";
"169997";"857";
"170008";"864";
"170010";"831";
"170021";"831";
"170033";"640";
"170069";"688";
"170070";"866";
"170082";"727";
"170094";"702";
"170112";"952";
"170124";"680";
"170136";"717";
"170148";"873";
"170150";"662";
"170161";"463";
"170173";"635";
"170197";"709";
"170203";"623";
"170215";"485";
"170227";"631";
"170239";"423";
"170240";"696";
"170252";"684";
"170264";"697";
"170276";"923";
"170290";"734";
"170306";"606";
"170318";"702";
"170320";"710";
"170331";"788";
"170343";"129";
"170367";"691";
"170379";"665";
"170380";"848";
"170392";"735";
"170409";"742";
"170410";"933";
"170422";"661";
"170434";"812";
"170446";"645";
"170458";"720";
"170460";"670";
"170471";"770";
"170483";"518";
"170495";"445";
"170501";"367";
"170513";"311";
"170537";"404";
"170562";"351";
"170574";"298";
"170586";"618";
"170598";"147";
"170604";"219";
"170628";"61";
"170665";"317";
"170677";"251";
"170689";"292";
"170690";"167";
"170720";"220";
"170732";"553";
"170768";"3107";
"170770";"2089";
"170781";"2710";
"170793";"2760";
"170926";"60";
"170963";"537";
"170975";"589";
"171529";"2581";
"171566";"1952";
"171578";"2957";
"171580";"171";
"171591";"1357";
"171608";"2233";
"171633";"1614";
"171645";"1721";
"171657";"1635";
"171827";"2260";
"171839";"214";
"171943";"374";
"171955";"331";
"172182";"2260";
"172194";"1666";
"172200";"2553";
"172212";"1996";
"172224";"1061";
"172236";"1252";
"172250";"1523";
"172420";"624";
"172455";"2067";
"172467";"2003";
"172509";"1121";
"172510";"1358";
"172662";"623";
"172686";"1324";
"172698";"2317";
"172728";"2097";
"172741";"1087";
"172935";"1262";
"172947";"687";
"172959";"1284";
"172972";"996";
"172996";"1459";
"173009";"1182";
"173101";"1174";
"173113";"491";
"173125";"1331";
"173137";"893";
"173162";"1665";
"173174";"2031";
"173186";"2291";
"173198";"1530";
"173216";"322";
"173423";"1798";
"173472";"2403";
"173551";"2117";
"173563";"1351";
"173575";"1707";
"173599";"533";
"173654";"1655";
"173691";"823";
"173708";"2221";
"173757";"1995";
"173782";"1271";
"173794";"2826";
"173897";"2023";
"173988";"74";
"173990";"4514";
"174002";"479";
"174075";"1887";
"174087";"1168";
"174105";"1752";
"174180";"349";
"174210";"2873";
"174518";"3503";
"174520";"2336";
"174543";"2869";
"174555";"78";
"174580";"1738";
"174592";"2118";
"174970";"3087";
"175006";"105";
"175018";"1642";
"175020";"1267";
"175031";"1405";
"175043";"1880";
"175055";"2447";
"175067";"1181";
"175092";"1933";
"175122";"2183";
"175134";"2054";
"175225";"2354";
"175274";"1565";
"175316";"1052";
"175390";"381";
"175407";"444";
"175420";"1050";
"175456";"2104";
"175493";"529";
"175500";"1055";
"175560";"1462";
"175572";"1409";
"175626";"639";
"175651";"2286";
"175663";"2002";
"175780";"949";
"175791";"1986";
"175808";"1587";
"175833";"2395";
"175882";"111";
"175894";"2511";
"175924";"101";
"175936";"582";
"175948";"2122";
"175985";"2041";
"175997";"1768";
"176000";"1637";
"176011";"1687";
"176047";"1952";
"176059";"2054";
"176138";"94";
"176254";"1288";
"176280";"1855";
"176382";"1943";
"176485";"1231";
"176539";"1671";
"176540";"1237";
"176552";"1497";
"176590";"2260";
"176620";"1962";
"176643";"1320";
"176692";"1411";
"176709";"1813";
"176722";"381";
"176760";"1900";
"176783";"2202";
"176795";"1983";
"176990";"373";
"177027";"1683";
"177040";"2684";
"177052";"2353";
"177064";"1766";
"177076";"1573";
"177088";"2808";
"177143";"1048";
"177301";"878";
"177313";"3862";
"177362";"311";
"177441";"2064";
"177453";"1021";
"177465";"375";
"177507";"1838";
"177532";"282";
"177556";"890";
"177568";"2672";
"177635";"71";
"177659";"2127";
"177672";"197";
"177684";"1223";
"177696";"678";
"177702";"1139";
"177763";"1121";
"177787";"2104";
"177830";"102";
"177933";"1206";
"178019";"1582";
"178020";"1826";
"178068";"2179";
"178070";"1988";
"178093";"424";
"178147";"2009";
"178159";"1096";
"178202";"212";
"178214";"1819";
"178410";"55";
"178494";"521";
"178690";"183";
"178718";"2004";
"178792";"1063";
"178822";"1386";
"178871";"84";
"178883";"276";
"178895";"286";
"178913";"1385";
"178950";"2411";
"179048";"2027";
"179050";"1168";
"179152";"2102";
"179292";"2662";
"179309";"657";
"179310";"1652";
"179334";"728";
"179346";"1317";
"179383";"448";
"179516";"369";
"179530";"632";
"179577";"1466";
"179589";"2031";
"179607";"189";
"179620";"1581";
"179632";"1942";
"179670";"1730";
"179681";"1998";
"179693";"1927";
"179700";"1880";
"179930";"2594";
"179942";"3385";
"179954";"76";
"179966";"2717";
"179978";"1805";
"179991";"2113";
"180014";"387";
"180040";"1965";
"180051";"2302";
"180439";"1551";
"180440";"1575";
"180452";"2002";
"180464";"97";
"180490";"971";
"180506";"2029";
"180518";"1778";
"180520";"1214";
"180531";"485";
"180658";"1657";
"180701";"250";
"180713";"2445";
"180798";"2052";
"180804";"1684";
"180889";"1575";
"181020";"1339";
"181031";"1375";
"181043";"2226";
"181122";"978";
"181249";"616";
"181274";"246";
"181286";"1958";
"181365";"1389";
"181390";"1173";
"181420";"491";
"181500";"1889";
"181511";"502";
"181640";"496";
"181663";"2500";
"181742";"552";
"181778";"1016";
"181808";"2059";
"181870";"2486";
"181948";"3847";
"181973";"2543";
"181985";"1338";
"182140";"2289";
"182151";"175";
"182242";"1241";
"182254";"1859";
"182266";"2008";
"182278";"644";
"183003";"325";
"183027";"166";
"183040";"939";
"183052";"677";
"183076";"1427";
"183088";"514";
"183106";"738";
"183118";"280";
"183131";"222";
"183143";"163";
"183167";"966";
"183180";"240";
"183210";"252";
"183222";"162";
"183246";"459";
"183260";"663";
"183271";"360";
"183283";"1398";
"183301";"539";
"183313";"273";
"183337";"283";
"183349";"393";
"183350";"149";
"183386";"322";
"183398";"211";
"183404";"185";
"183416";"177";
"183428";"155";
"183430";"190";
"183465";"232";
"183477";"134";
"183490";"266";
"183519";"215";
"183520";"202";
"183532";"733";
"183544";"85";
"183568";"748";
"183593";"337";
"183623";"256";
"183635";"276";
"183647";"147";
"183659";"178";
"183684";"636";
"183696";"102";
"183702";"180";
"183714";"431";
"183726";"1855";
"183738";"1179";
"183740";"901";
"183751";"268";
"183763";"193";
"183775";"957";
"183787";"923";
"183799";"95";
"183830";"204";
"183842";"259";
"183854";"350";
"183878";"227";
"183880";"240";
"183891";"216";
"183908";"203";
"183910";"945";
"183921";"315";
"183957";"446";
"183970";"354";
"184019";"1334";
"184032";"117";
"184056";"256";
"184093";"470";
"184100";"220";
"184111";"292";
"184123";"3560";
"184135";"155";
"184147";"421";
"184159";"968";
"184160";"295";
"184184";"228";
"184214";"245";
"184238";"258";
"184240";"413";
"184251";"0";
"184263";"285";
"184275";"167";
"184287";"1577";
"184299";"495";
"184305";"217";
"184342";"1260";
"184366";"504";
"184380";"1043";
"184408";"108";
"184421";"158";
"184445";"317";
"184457";"541";
"184500";"422";
"184512";"539";
"184524";"151";
"184536";"349";
"184550";"506";
"184573";"65";
"184585";"261";
"184597";"217";
"184603";"299";
"184615";"515";
"184627";"384";
"184639";"167";
"184640";"1152";
"184652";"419";
"184664";"928";
"184676";"778";
"184688";"798";
"184690";"811";
"184706";"1361";
"184731";"848";
"184743";"369";
"184767";"134";
"184809";"330";
"184810";"60";
"184846";"297";
"184858";"867";
"184860";"319";
"184871";"472";
"184883";"366";
"184895";"286";
"184913";"1491";
"184925";"287";
"184937";"1245";
"184949";"348";
"184950";"275";
"184962";"229";
"184974";"284";
"184986";"188";
"184998";"321";
"185000";"200";
"185012";"233";
"185024";"203";
"185036";"26";
"185048";"137";
"185050";"52";
"185073";"234";
"185097";"358";
"185127";"975";
"185139";"233";
"185140";"340";
"185152";"213";
"185176";"1110";
"185188";"1009";
"185190";"1093";
"185206";"114";
"185218";"895";
"185220";"469";
"185231";"320";
"185243";"207";
"185255";"1004";
"185267";"1297";
"185279";"301";
"185292";"229";
"185309";"360";
"185310";"1272";
"185322";"1097";
"185334";"163";
"185346";"314";
"185360";"605";
"185371";"300";
"185383";"380";
"185413";"430";
"185425";"168";
"185437";"1006";
"185449";"219";
"185450";"241";
"185462";"128";
"185486";"272";
"185498";"231";
"185504";"200";
"185528";"286";
"185530";"85";
"185541";"246";
"185553";"228";
"185565";"212";
"185607";"1047";
"185619";"216";
"185620";"93";
"185656";"53";
"185668";"223";
"185681";"174";
"185711";"610";
"185723";"254";
"185735";"155";
"185747";"285";
"185759";"205";
"185760";"391";
"185772";"1351";
"185796";"209";
"185802";"645";
"185814";"396";
"185826";"518";
"185851";"294";
"185863";"439";
"185875";"996";
"185887";"98";
"185899";"156";
"185905";"216";
"185917";"210";
"185929";"370";
"185930";"152";
"185978";"163";
"185991";"93";
"186004";"1034";
"186016";"591";
"186028";"373";
"186030";"228";
"186041";"41";
"186065";"138";
"186089";"459";
"186090";"243";
"186107";"232";
"186119";"342";
"186120";"344";
"186132";"30";
"186144";"156";
"186156";"191";
"186168";"214";
"186170";"143";
"186181";"201";
"186211";"218";
"186223";"108";
"186235";"186";
"186259";"449";
"186272";"117";
"186284";"367";
"186302";"220";
"186314";"170";
"186338";"315";
"186363";"298";
"186375";"1102";
"186387";"186";
"186405";"188";
"186417";"162";
"186429";"73";
"186430";"561";
"186442";"508";
"186454";"1427";
"186480";"247";
"186491";"241";
"186508";"382";
"186510";"301";
"186545";"400";
"186557";"169";
"186582";"247";
"186594";"190";
"186600";"99";
"186612";"223";
"186636";"395";
"186661";"401";
"186685";"316";
"186697";"247";
"186715";"132";
"186727";"196";
"186739";"157";
"186740";"1201";
"186788";"537";
"186831";"755";
"186879";"135";
"186909";"295";
"186910";"2214";
"186946";"284";
"186958";"187";
"186960";"709";
"186971";"217";
"186983";"2173";
"186995";"79";
"187008";"601";
"187010";"201";
"187021";"515";
"187033";"174";
"187045";"111";
"187057";"34";
"187069";"101";
"187070";"419";
"187094";"202";
"187100";"38";
"187112";"1";
"187148";"130";
"187150";"369";
"187161";"3145";
"187185";"806";
"187197";"138";
"187203";"95";
"187215";"665";
"187227";"215";
"187239";"77";
"187264";"180";
"187288";"715";
"187306";"514";
"187320";"32";
"187331";"1780";
"187343";"175";
"187367";"411";
"187379";"1761";
"187392";"407";
"187409";"406";
"187410";"474";
"187434";"311";
"187446";"2806";
"187458";"210";
"187460";"74";
"187471";"265";
"187483";"49";
"187513";"166";
"187525";"229";
"187537";"1535";
"187549";"2256";
"187550";"213";
"187562";"173";
"187574";"303";
"187598";"216";
"187604";"441";
"187616";"1799";
"187628";"177";
"187630";"449";
"187641";"359";
"187653";"127";
"187665";"116";
"187689";"2489";
"187690";"2841";
"187707";"1927";
"187719";"150";
"187720";"54";
"187744";"148";
"187756";"87";
"187770";"1373";
"187781";"1379";
"187793";"1543";
"187811";"287";
"187823";"216";
"187847";"1799";
"187859";"115";
"187860";"108";
"187872";"482";
"187896";"163";
"187902";"1066";
"187926";"342";
"187940";"72";
"187963";"181";
"187975";"168";
"187999";"235";
"188001";"545";
"188013";"47";
"188025";"304";
"188037";"398";
"188049";"1624";
"188050";"1029";
"188062";"119";
"188086";"2564";
"188098";"1198";
"188104";"1411";
"188128";"1227";
"188130";"447";
"188141";"1000";
"188153";"815";
"188165";"1323";
"188177";"1158";
"188189";"1201";
"188190";"878";
"188207";"1240";
"188219";"1291";
"188220";"1323";
"188232";"1252";
"188256";"377";
"188268";"298";
"188293";"1338";
"188300";"1212";
"188311";"1286";
"188335";"210";
"188359";"163";
"188360";"159";
"188372";"139";
"188396";"1781";
"188402";"134";
"188414";"177";
"188426";"64";
"188451";"593";
"188463";"178";
"188475";"1599";
"188487";"317";
"188499";"1240";
"188517";"936";
"188554";"197";
"188566";"158";
"188578";"229";
"188580";"363";
"188591";"456";
"188608";"116";
"188610";"2092";
"188621";"2541";
"188633";"115";
"188645";"90";
"188669";"1291";
"188682";"129";
"188700";"1150";
"188712";"1024";
"188724";"1800";
"188736";"1544";
"188748";"1044";
"188761";"166";
"188785";"41";
"188803";"948";
"188815";"38";
"188827";"1162";
"188839";"1017";
"188864";"206";
"188876";"981";
"188888";"1145";
"188890";"1052";
"188906";"25";
"188918";"50";
"188920";"93";
"188931";"109";
"188943";"176";
"188955";"21";
"188967";"23";
"188979";"125";
"188980";"380";
"188992";"91";
"189005";"569";
"189017";"689";
"189030";"134";
"189054";"100";
"189066";"943";
"189078";"979";
"189080";"1295";
"189108";"1004";
"189110";"594";
"189121";"1126";
"189133";"957";
"189145";"1174";
"189169";"184";
"189170";"1119";
"189194";"1017";
"189200";"78";
"189212";"92";
"189224";"60";
"189236";"237";
"189248";"188";
"189250";"1105";
"189261";"1226";
"189273";"1165";
"189285";"1130";
"189297";"1325";
"189303";"1027";
"189315";"984";
"189339";"964";
"189352";"73";
"189388";"238";
"189390";"1166";
"189406";"1468";
"189418";"191";
"189420";"1825";
"189431";"3141";
"189443";"417";
"189455";"267";
"189467";"256";
"189479";"319";
"189480";"1337";
"189509";"743";
"189510";"132";
"189522";"961";
"189534";"297";
"189546";"73";
"189558";"1217";
"189560";"1149";
"189571";"1031";
"189583";"1369";
"189595";"1109";
"189601";"1083";
"189637";"298";
"189649";"174";
"189650";"766";
"189662";"140";
"189674";"48";
"189686";"906";
"189698";"936";
"189716";"145";
"189728";"121";
"189730";"1443";
"189741";"135";
"189753";"366";
"189765";"237";
"189789";"340";
"189807";"1161";
"189819";"942";
"189820";"1168";
"189832";"1011";
"189844";"1344";
"189856";"1339";
"189868";"907";
"189870";"833";
"189881";"361";
"189911";"885";
"189923";"1370";
"189935";"1241";
"189947";"1264";
"189959";"813";
"189960";"1156";
"189984";"1042";
"189996";"845";
"190007";"1132";
"190019";"1138";
"190020";"980";
"190032";"1093";
"190044";"339";
"190070";"964";
"190081";"1280";
"190093";"1058";
"190100";"263";
"190111";"135";
"190123";"152";
"190135";"421";
"190159";"160";
"190160";"201";
"190172";"65";
"190196";"206";
"190202";"136";
"190214";"126";
"190238";"1400";
"190240";"204";
"190251";"1237";
"190263";"1269";
"190275";"634";
"190287";"925";
"190299";"165";
"190317";"1135";
"190330";"816";
"190354";"1418";
"190378";"828";
"190380";"390";
"190391";"102";
"190410";"1013";
"190433";"2084";
"190445";"1842";
"190457";"1401";
"190470";"365";
"190482";"654";
"190494";"440";
"190512";"154";
"190524";"1213";
"190550";"713";
"190561";"61";
"190573";"160";
"190615";"808";
"190627";"475";
"190639";"820";
"190652";"784";
"190664";"1212";
"190676";"708";
"190688";"1244";
"190706";"1068";
"190718";"839";
"190720";"1004";
"190731";"365";
"190743";"1224";
"190755";"3113";
"190767";"2707";
"190779";"1114";
"190780";"181";
"190809";"1116";
"190810";"447";
"190834";"157";
"190846";"1250";
"190860";"352";
"190871";"1158";
"190895";"941";
"190901";"425";
"190913";"1481";
"190949";"919";
"190950";"238";
"190962";"481";
"190974";"177";
"190986";"1063";
"190998";"1036";
"191000";"1199";
"191012";"1297";
"191024";"1011";
"191036";"1134";
"191048";"377";
"191050";"202";
"191061";"171";
"191073";"273";
"191085";"133";
"191097";"129";
"191103";"858";
"191115";"129";
"191127";"80";
"191139";"622";
"191140";"888";
"191176";"113";
"191188";"801";
"191190";"988";
"191206";"189";
"191218";"429";
"191231";"827";
"191243";"752";
"191267";"189";
"191280";"1470";
"191292";"3885";
"191309";"2200";
"191310";"1332";
"191322";"856";
"191334";"911";
"191358";"746";
"191360";"139";
"191383";"997";
"191395";"1153";
"191401";"1182";
"191425";"612";
"191437";"102";
"191449";"239";
"191474";"1133";
"191486";"866";
"191504";"851";
"191516";"175";
"191528";"379";
"191541";"461";
"191553";"1141";
"191577";"129";
"191589";"960";
"191590";"199";
"191619";"119";
"191620";"170";
"191632";"245";
"191644";"1089";
"191668";"861";
"191670";"164";
"191693";"846";
"191700";"975";
"191711";"874";
"191723";"204";
"191735";"347";
"191747";"59";
"191759";"171";
"191760";"367";
"191772";"2454";
"191784";"1891";
"191796";"3363";
"191802";"266";
"191826";"950";
"191838";"132";
"191851";"1089";
"191863";"855";
"191875";"697";
"191887";"409";
"191899";"273";
"191905";"243";
"191917";"929";
"191929";"1065";
"191930";"1005";
"191942";"1163";
"191966";"330";
"191980";"510";
"192016";"83";
"192028";"298";
"192030";"203";
"192041";"297";
"192053";"612";
"192065";"518";
"192089";"206";
"192090";"658";
"192107";"819";
"192119";"993";
"192132";"1014";
"192144";"935";
"192156";"383";
"192168";"633";
"192170";"219";
"192193";"1180";
"192200";"169";
"192211";"814";
"192223";"617";
"192235";"2163";
"192247";"1695";
"192259";"1403";
"192260";"173";
"192272";"371";
"192284";"215";
"192296";"398";
"192302";"187";
"192326";"763";
"192338";"0";
"192340";"228";
"192387";"68";
"192399";"114";
"192405";"792";
"192429";"159";
"192442";"3537";
"192454";"1774";
"192480";"409";
"192491";"796";
"192508";"793";
"192510";"132";
"192533";"176";
"192545";"657";
"192557";"99";
"192569";"417";
"192570";"448";
"192582";"402";
"192594";"223";
"192600";"565";
"192612";"282";
"192624";"1225";
"192636";"97";
"192650";"237";
"192661";"858";
"192673";"298";
"192685";"799";
"192715";"321";
"192739";"1293";
"192740";"228";
"192752";"800";
"192776";"825";
"192806";"1421";
"192818";"291";
"192820";"700";
"192831";"519";
"192867";"142";
"192879";"322";
"192880";"229";
"192892";"158";
"192910";"270";
"192922";"109";
"192934";"2126";
"192946";"1513";
"192983";"132";
"193008";"2207";
"193010";"658";
"193021";"133";
"193033";"927";
"193045";"98";
"193057";"286";
"193069";"22";
"193070";"219";
"193082";"278";
"193094";"134";
"193112";"193";
"193136";"236";
"193148";"294";
"193150";"444";
"193161";"206";
"193173";"285";
"193185";"135";
"193197";"184";
"193203";"183";
"193227";"840";
"193240";"1394";
"193252";"1001";
"193276";"249";
"193290";"926";
"193306";"231";
"193318";"117";
"193320";"522";
"193331";"262";
"193355";"1168";
"193367";"301";
"193379";"932";
"193380";"224";
"193392";"43";
"193410";"696";
"193422";"334";
"193434";"167";
"193458";"1170";
"193483";"237";
"193495";"805";
"193501";"1082";
"193513";"601";
"193525";"223";
"193537";"689";
"193549";"101";
"193550";"805";
"193562";"313";
"193574";"323";
"193586";"1035";
"193598";"234";
"193630";"1214";
"193641";"1143";
"193653";"145";
"193665";"708";
"193689";"227";
"193719";"808";
"193720";"328";
"193744";"936";
"193770";"616";
"193781";"257";
"193793";"199";
"193800";"1189";
"193811";"1334";
"193835";"259";
"193847";"273";
"193872";"899";
"193884";"131";
"193902";"140";
"193914";"839";
"193938";"502";
"193951";"481";
"193963";"334";
"193975";"245";
"193987";"311";
"194001";"201";
"194013";"363";
"194025";"807";
"194037";"117";
"194049";"196";
"194050";"595";
"194062";"254";
"194086";"260";
"194098";"212";
"194116";"270";
"194128";"145";
"194130";"494";
"194141";"407";
"194153";"546";
"194177";"581";
"194189";"172";
"194190";"66";
"194219";"881";
"194220";"279";
"194232";"923";
"194244";"191";
"194256";"945";
"194268";"223";
"194293";"533";
"194311";"108";
"194323";"1508";
"194335";"113";
"194359";"296";
"194360";"135";
"194372";"262";
"194396";"521";
"194402";"282";
"194426";"49";
"194438";"221";
"194451";"540";
"194475";"68";
"194487";"1266";
"194530";"545";
"194542";"151";
"194566";"283";
"194578";"478";
"194580";"101";
"194608";"189";
"194610";"158";
"194621";"109";
"194657";"264";
"194669";"86";
"194670";"937";
"194682";"743";
"194694";"200";
"194736";"373";
"194750";"343";
"194761";"301";
"194773";"28";
"194785";"519";
"194797";"66";
"194803";"68";
"194815";"177";
"194839";"397";
"194852";"72";
"194864";"1065";
"194876";"207";
"194888";"235";
"194906";"495";
"194918";"475";
"194920";"59";
"194931";"291";
"194943";"284";
"194955";"607";
"194967";"199";
"194979";"90";
"194980";"105";
"194992";"171";
"195005";"64";
"195029";"204";
"195054";"197";
"195066";"163";
"195078";"302";
"195080";"286";
"195091";"21";
"195108";"217";
"195110";"181";
"195121";"47";
"195133";"149";
"195157";"96";
"195170";"58";
"195182";"596";
"195194";"103";
"195200";"294";
"195212";"269";
"195236";"296";
"195250";"411";
"195261";"410";
"195273";"209";
"195285";"552";
"195297";"150";
"195303";"253";
"195315";"33";
"195327";"81";
"195339";"100";
"195340";"319";
"195376";"496";
"195388";"146";
"195390";"615";
"195406";"911";
"195418";"134";
"195431";"168";
"195443";"187";
"195455";"104";
"195467";"264";
"195480";"341";
"195509";"137";
"195534";"147";
"195546";"509";
"195558";"526";
"195560";"363";
"195595";"31";
"195601";"98";
"195613";"130";
"195637";"92";
"195649";"153";
"195650";"386";
"195662";"205";
"195674";"86";
"195686";"419";
"195704";"1038";
"195716";"17";
"195728";"899";
"195741";"30";
"195753";"46";
"195765";"108";
"195777";"89";
"195789";"105";
"195790";"153";
"195807";"235";
"195819";"225";
"195820";"187";
"195832";"958";
"195844";"214";
"195856";"128";
"195868";"204";
"195870";"61";
"195893";"119";
"195900";"115";
"195911";"1025";
"195935";"22";
"195947";"1175";
"195959";"860";
"195960";"858";
"195972";"68";
"195984";"36";
"195996";"139";
"196009";"28";
"196022";"87";
"196034";"375";
"196046";"522";
"196071";"152";
"196083";"471";
"196101";"515";
"196125";"103";
"196137";"1757";
"196149";"203";
"196150";"485";
"196162";"16";
"196174";"962";
"196186";"823";
